id,A,B,C,D,E,F,G,H,I
0293546657,0.58,0.00,0.20,0.00,0.02,0.02,0.04,0.08,0.05
1408708619,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0976942090,0.00,0.00,0.15,0.00,0.16,0.04,0.65,0.00,0.00
1104186119,0.00,0.00,0.29,0.00,0.00,0.00,0.70,0.00,0.00
0571093101,0.00,0.01,0.01,0.00,0.01,0.13,0.83,0.00,0.01
0562609927,0.54,0.01,0.00,0.00,0.00,0.00,0.43,0.00,0.01
2042066318,0.00,0.00,0.47,0.00,0.03,0.04,0.45,0.00,0.00
1664330883,0.01,0.01,0.71,0.00,0.02,0.01,0.04,0.15,0.05
1357847174,0.00,0.00,0.00,0.00,0.14,0.00,0.86,0.00,0.00
0419424168,0.00,0.00,0.02,0.00,0.00,0.01,0.64,0.25,0.07
0159129701,0.01,0.98,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1871144815,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0249660130,0.00,0.01,0.88,0.00,0.00,0.02,0.01,0.04,0.04
0115221269,0.00,0.60,0.13,0.00,0.06,0.00,0.19,0.00,0.02
1207078469,0.01,0.00,0.93,0.00,0.00,0.02,0.00,0.02,0.01
2049879179,0.03,0.01,0.00,0.01,0.01,0.00,0.00,0.58,0.36
0651981014,0.00,0.16,0.03,0.00,0.00,0.01,0.80,0.00,0.00
0256153171,0.00,0.00,0.39,0.01,0.56,0.01,0.01,0.01,0.01
2012791186,0.00,0.01,0.00,0.39,0.00,0.00,0.11,0.01,0.46
0817529101,0.00,0.00,0.16,0.00,0.01,0.00,0.03,0.06,0.74
1799565916,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.94
1074797204,0.00,0.00,0.31,0.00,0.00,0.17,0.02,0.02,0.48
2141689738,0.91,0.06,0.00,0.00,0.00,0.00,0.01,0.00,0.00
1319704504,0.00,0.00,0.01,0.00,0.06,0.00,0.00,0.91,0.02
1248469823,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
1408013579,0.00,0.00,0.01,0.00,0.00,0.00,0.99,0.00,0.00
0962900550,0.00,0.12,0.73,0.00,0.00,0.00,0.01,0.04,0.09
0837346591,0.08,0.00,0.14,0.01,0.12,0.03,0.40,0.01,0.20
1272266099,0.00,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.00
0217804712,0.00,0.00,0.00,0.00,0.01,0.00,0.99,0.00,0.00
1061265771,0.00,0.00,0.98,0.00,0.00,0.00,0.01,0.01,0.00
0482001436,0.00,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.00
0846788050,0.74,0.00,0.24,0.01,0.00,0.00,0.00,0.00,0.00
1118567324,0.02,0.00,0.42,0.00,0.01,0.14,0.22,0.17,0.01
0824637988,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0691833776,0.00,0.00,0.00,0.00,0.00,0.11,0.75,0.07,0.06
1939912398,0.00,0.00,0.90,0.04,0.00,0.03,0.02,0.00,0.01
1876775521,0.00,0.00,0.00,0.00,0.99,0.00,0.01,0.00,0.00
0711724802,0.00,0.00,0.01,0.00,0.00,0.00,0.98,0.00,0.00
0757779770,0.30,0.01,0.61,0.00,0.01,0.00,0.02,0.01,0.05
0377651876,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1007512335,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
1040581565,0.37,0.00,0.31,0.00,0.00,0.00,0.00,0.19,0.13
0730194469,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1979143571,0.01,0.00,0.97,0.00,0.00,0.00,0.02,0.00,0.00
0169772681,0.00,0.04,0.67,0.00,0.13,0.01,0.13,0.01,0.00
1701159929,0.00,0.02,0.65,0.00,0.17,0.01,0.00,0.12,0.03
0481312817,0.01,0.00,0.00,0.53,0.00,0.00,0.00,0.17,0.28
1856830886,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
2090830240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1166647446,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00
0291346569,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.02
1246064753,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00
1155460792,0.01,0.00,0.08,0.00,0.01,0.15,0.01,0.00,0.74
0305720969,0.00,0.72,0.04,0.01,0.00,0.01,0.03,0.14,0.04
2124710737,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.04
0890754665,0.03,0.00,0.43,0.00,0.01,0.02,0.01,0.07,0.42
1060399506,0.06,0.00,0.20,0.05,0.01,0.26,0.00,0.40,0.01
0625933192,0.01,0.00,0.15,0.00,0.01,0.08,0.00,0.00,0.75
0947521076,0.00,0.00,0.43,0.00,0.02,0.29,0.15,0.00,0.10
1253905040,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1942982432,0.00,0.69,0.00,0.00,0.00,0.00,0.01,0.00,0.29
0047987715,0.10,0.00,0.03,0.00,0.00,0.00,0.04,0.68,0.13
0148685054,0.00,0.00,0.44,0.00,0.01,0.00,0.01,0.48,0.05
0931577472,0.95,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.03
1490453972,0.06,0.92,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1190609087,0.00,0.08,0.15,0.00,0.00,0.10,0.00,0.01,0.64
0702632156,0.00,0.00,0.09,0.00,0.02,0.06,0.82,0.00,0.00
1861141156,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0493151932,0.97,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00
1400853152,0.19,0.01,0.17,0.00,0.01,0.07,0.53,0.00,0.01
0964031500,0.00,0.16,0.08,0.20,0.00,0.00,0.00,0.03,0.52
2043735567,0.00,0.00,0.89,0.00,0.00,0.04,0.01,0.01,0.04
0354832607,0.02,0.02,0.89,0.00,0.01,0.01,0.00,0.04,0.00
1827751130,0.00,0.02,0.12,0.00,0.01,0.15,0.51,0.09,0.08
0873638533,0.92,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.02
1669655386,0.08,0.00,0.12,0.00,0.00,0.00,0.00,0.76,0.04
1023992505,0.01,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
1302857320,0.00,0.00,0.06,0.00,0.10,0.00,0.68,0.00,0.16
1253176747,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00
0011191050,0.25,0.00,0.74,0.00,0.00,0.00,0.00,0.01,0.00
0664842449,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.03,0.00
1970098023,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.57,0.00
1370644341,0.00,0.03,0.04,0.00,0.00,0.01,0.92,0.00,0.00
0600539483,0.01,0.03,0.11,0.00,0.00,0.01,0.00,0.38,0.45
2113220084,0.00,0.00,0.97,0.00,0.00,0.02,0.00,0.00,0.00
0604377336,0.00,0.00,0.98,0.00,0.00,0.00,0.02,0.00,0.00
0154500920,0.03,0.00,0.02,0.00,0.00,0.05,0.87,0.02,0.00
1603966961,0.00,0.00,0.00,0.38,0.00,0.01,0.05,0.46,0.09
0443898267,0.01,0.03,0.84,0.00,0.02,0.00,0.01,0.10,0.00
1539482805,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
1849997370,0.02,0.00,0.13,0.00,0.01,0.00,0.00,0.84,0.00
0500818861,0.00,0.00,0.02,0.00,0.00,0.05,0.92,0.00,0.00
1008652750,0.01,0.14,0.06,0.00,0.02,0.01,0.67,0.08,0.00
1639889165,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.40,0.00
1882270763,0.42,0.00,0.49,0.00,0.00,0.02,0.05,0.01,0.01
2146648671,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
1757045165,0.00,0.00,0.01,0.97,0.00,0.01,0.00,0.00,0.00
0606913279,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0151132824,0.11,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00
1593170228,0.00,0.00,0.01,0.00,0.00,0.01,0.97,0.00,0.00
0975233172,0.00,0.00,0.00,0.51,0.00,0.48,0.01,0.00,0.00
0184364975,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.97,0.00
1190798184,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00
0259782870,0.00,0.10,0.75,0.00,0.05,0.00,0.01,0.01,0.07
1032698920,0.07,0.00,0.79,0.00,0.00,0.00,0.04,0.00,0.10
0595763925,0.00,0.87,0.00,0.00,0.00,0.00,0.03,0.08,0.01
0653884400,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0509931642,0.00,0.00,0.02,0.00,0.00,0.00,0.96,0.01,0.00
1418496893,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99
0055643556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0870130874,0.00,0.11,0.01,0.00,0.00,0.46,0.00,0.00,0.41
0810760387,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0589925932,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.01,0.93
0060617071,0.00,0.83,0.13,0.00,0.00,0.00,0.01,0.01,0.01
0218238976,0.00,0.00,0.15,0.00,0.01,0.79,0.05,0.00,0.00
1390741691,0.00,0.00,0.00,0.00,0.00,0.10,0.89,0.00,0.00
1472503733,0.00,0.00,0.94,0.00,0.05,0.00,0.00,0.00,0.00
0838518051,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1932047772,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0387337197,0.10,0.00,0.00,0.10,0.01,0.41,0.20,0.00,0.18
1648713672,0.00,0.00,0.30,0.00,0.07,0.01,0.61,0.00,0.00
0311928829,0.94,0.01,0.02,0.00,0.00,0.00,0.03,0.00,0.00
1014506020,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.96
0624873241,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.62,0.00
1015499264,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.95,0.01
0001416626,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
0551592294,0.01,0.04,0.21,0.00,0.12,0.00,0.01,0.05,0.55
1653321864,0.01,0.01,0.07,0.00,0.00,0.20,0.64,0.03,0.03
0923520687,0.00,0.00,0.00,0.00,0.00,0.94,0.05,0.00,0.00
2052533391,0.00,0.00,0.02,0.07,0.00,0.04,0.07,0.05,0.75
0805215225,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.04
0292753929,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.01,0.00
2143417790,0.00,0.00,0.05,0.00,0.00,0.67,0.29,0.00,0.00
0047081897,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1988762883,0.02,0.00,0.95,0.00,0.00,0.00,0.00,0.02,0.00
0000054571,0.00,0.12,0.07,0.00,0.00,0.01,0.73,0.00,0.06
1892666779,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1037705530,0.87,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00
0336012470,0.00,0.00,0.04,0.00,0.02,0.01,0.89,0.00,0.04
1017529554,0.40,0.00,0.01,0.00,0.02,0.00,0.12,0.00,0.44
0908619692,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.02,0.96
0551508113,0.72,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00
0796161422,0.00,0.00,0.03,0.00,0.00,0.37,0.60,0.00,0.00
0361742328,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1441764252,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.02
1575586035,0.62,0.07,0.00,0.00,0.00,0.00,0.03,0.03,0.25
0777963628,0.04,0.04,0.01,0.03,0.00,0.07,0.01,0.00,0.79
1842344783,0.00,0.78,0.21,0.00,0.00,0.00,0.00,0.00,0.00
0419908904,0.28,0.00,0.44,0.00,0.02,0.01,0.04,0.20,0.03
0326572182,0.01,0.04,0.24,0.04,0.25,0.00,0.32,0.06,0.04
1746478193,0.00,0.01,0.05,0.00,0.03,0.00,0.66,0.19,0.05
0849229315,0.00,0.01,0.40,0.00,0.00,0.00,0.00,0.00,0.58
1583586435,0.01,0.00,0.54,0.00,0.00,0.00,0.00,0.43,0.01
0732758966,0.00,0.00,0.00,0.00,0.01,0.00,0.99,0.00,0.00
2025001915,0.52,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.45
2065608153,0.00,0.00,0.00,0.01,0.00,0.73,0.01,0.00,0.24
0968725972,0.00,0.00,0.88,0.00,0.01,0.00,0.00,0.01,0.10
1379293636,0.01,0.03,0.06,0.00,0.02,0.03,0.20,0.04,0.61
1316788704,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0170412628,0.20,0.01,0.19,0.00,0.01,0.00,0.00,0.02,0.57
0402556051,0.00,0.00,0.97,0.00,0.00,0.01,0.02,0.00,0.00
0970304143,0.90,0.03,0.01,0.00,0.00,0.04,0.02,0.00,0.00
1670140122,0.06,0.01,0.68,0.00,0.00,0.07,0.02,0.15,0.00
0427061460,0.39,0.11,0.01,0.24,0.01,0.00,0.00,0.03,0.21
0823916624,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0799317693,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0503539006,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1718222327,0.07,0.00,0.92,0.00,0.00,0.01,0.00,0.00,0.00
0834524290,0.89,0.00,0.03,0.00,0.00,0.00,0.00,0.05,0.03
0006268174,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1442915126,0.00,0.02,0.01,0.00,0.00,0.02,0.09,0.02,0.85
0814267253,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1581428803,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87
2027208495,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00
0759495090,0.00,0.03,0.11,0.09,0.01,0.03,0.00,0.25,0.47
0412878460,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.02
0003035029,0.00,0.00,0.02,0.00,0.00,0.01,0.96,0.00,0.00
0380013988,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1715886512,0.00,0.00,0.07,0.00,0.34,0.00,0.00,0.01,0.57
2111624513,0.00,0.59,0.14,0.00,0.00,0.15,0.09,0.00,0.01
1770660989,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.98,0.01
0079438524,0.77,0.00,0.19,0.00,0.00,0.00,0.00,0.01,0.02
1546707644,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.97,0.00
1819276545,0.00,0.00,0.39,0.00,0.22,0.00,0.00,0.00,0.38
2061087180,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1592362663,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1895890043,0.00,0.00,0.07,0.00,0.00,0.93,0.00,0.00,0.00
0922398105,0.00,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.00
1217767188,0.00,0.00,0.07,0.00,0.00,0.26,0.66,0.00,0.00
0327421209,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0819172634,0.14,0.00,0.68,0.00,0.00,0.17,0.00,0.00,0.00
2070825197,0.00,0.00,0.00,0.00,0.00,0.99,0.01,0.00,0.00
1761001739,0.00,0.00,0.00,0.95,0.00,0.01,0.04,0.00,0.00
1965172205,0.00,0.15,0.03,0.00,0.02,0.02,0.70,0.08,0.00
0429820073,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.91,0.06
0462590416,0.00,0.00,0.00,0.01,0.00,0.98,0.00,0.00,0.00
1670661529,0.00,0.00,0.85,0.00,0.02,0.13,0.00,0.00,0.00
0251239503,0.00,0.00,0.89,0.00,0.00,0.00,0.01,0.09,0.00
1435185056,0.00,0.00,0.01,0.00,0.00,0.00,0.99,0.00,0.00
1967443059,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1892312984,0.00,0.00,0.05,0.00,0.00,0.00,0.29,0.65,0.00
0309699544,0.13,0.00,0.79,0.01,0.01,0.02,0.00,0.01,0.02
0730182383,0.57,0.00,0.01,0.01,0.01,0.07,0.28,0.00,0.06
0415092399,0.00,0.01,0.93,0.00,0.01,0.00,0.02,0.02,0.00
1814589581,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1815707795,0.08,0.02,0.00,0.00,0.00,0.04,0.19,0.56,0.11
0697162164,0.98,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00
2080015847,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.01
1001679113,0.00,0.00,0.00,0.00,0.00,0.36,0.01,0.00,0.61
0934981620,0.02,0.05,0.01,0.00,0.00,0.91,0.00,0.00,0.00
1329000221,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1220793397,0.02,0.14,0.00,0.19,0.00,0.00,0.00,0.20,0.44
0716519034,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.05
1671171649,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0521408053,0.91,0.00,0.03,0.00,0.02,0.01,0.00,0.00,0.03
0916529868,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.06
0903961813,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0479551819,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0408704876,0.00,0.00,0.00,0.95,0.00,0.00,0.04,0.00,0.01
1238986281,0.06,0.10,0.35,0.00,0.00,0.00,0.47,0.01,0.01
0856401233,0.74,0.06,0.04,0.00,0.01,0.00,0.01,0.00,0.13
0966660342,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1393005969,0.25,0.13,0.08,0.00,0.00,0.06,0.47,0.00,0.00
0186307040,0.03,0.00,0.10,0.00,0.00,0.00,0.00,0.86,0.01
0328398211,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04
1968299740,0.75,0.07,0.15,0.00,0.01,0.00,0.00,0.01,0.00
2079485754,0.00,0.00,0.94,0.00,0.01,0.00,0.01,0.04,0.00
1317564350,0.00,0.06,0.00,0.00,0.01,0.00,0.01,0.43,0.49
1131876510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1532538369,0.00,0.11,0.06,0.00,0.02,0.00,0.00,0.43,0.39
1993502821,0.00,0.02,0.00,0.00,0.00,0.08,0.90,0.00,0.00
0892675885,0.00,0.09,0.25,0.00,0.07,0.00,0.03,0.54,0.01
1171656789,0.00,0.01,0.58,0.00,0.12,0.00,0.13,0.12,0.04
1208196195,0.00,0.00,0.96,0.00,0.00,0.00,0.01,0.02,0.00
0399415400,0.95,0.01,0.00,0.00,0.03,0.00,0.00,0.00,0.00
0357384554,0.41,0.01,0.14,0.00,0.02,0.02,0.14,0.25,0.01
1563873553,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1860849546,0.00,0.01,0.28,0.00,0.00,0.00,0.00,0.00,0.70
0746079911,0.00,0.00,0.06,0.01,0.02,0.06,0.86,0.00,0.00
0010842572,0.00,0.23,0.01,0.00,0.00,0.03,0.17,0.05,0.51
0583325293,0.00,0.03,0.00,0.00,0.00,0.00,0.97,0.00,0.00
0150797959,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.02,0.00
0856051425,0.00,0.01,0.07,0.00,0.00,0.09,0.67,0.15,0.01
1656182713,0.39,0.00,0.05,0.00,0.00,0.00,0.00,0.08,0.47
1305874774,0.00,0.00,0.03,0.00,0.00,0.00,0.95,0.02,0.00
0302553335,0.02,0.03,0.66,0.00,0.02,0.03,0.04,0.00,0.19
0963907452,0.05,0.00,0.89,0.00,0.00,0.01,0.00,0.01,0.05
1556534126,0.01,0.10,0.02,0.00,0.01,0.00,0.01,0.07,0.78
1608946253,0.00,0.00,0.86,0.00,0.00,0.00,0.03,0.11,0.00
1358425377,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1398399543,0.00,0.00,0.04,0.00,0.01,0.01,0.94,0.00,0.00
1227526086,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0232116577,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0078320798,0.06,0.03,0.28,0.00,0.02,0.06,0.02,0.51,0.01
1598297508,0.07,0.00,0.88,0.00,0.00,0.01,0.00,0.02,0.01
0413996186,0.96,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02
0094714781,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
2104738196,0.00,0.11,0.22,0.01,0.26,0.01,0.04,0.09,0.27
0600848443,0.01,0.00,0.50,0.00,0.00,0.00,0.00,0.01,0.47
2032298235,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.96
2054624229,0.12,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00
1105441661,0.00,0.00,0.80,0.00,0.19,0.00,0.01,0.00,0.00
0818093409,0.25,0.01,0.20,0.00,0.00,0.00,0.00,0.52,0.00
1871772634,0.20,0.00,0.43,0.00,0.00,0.00,0.00,0.36,0.01
0190585249,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00
1383899034,0.00,0.02,0.83,0.00,0.00,0.00,0.01,0.13,0.00
1619364492,0.00,0.00,0.00,0.00,0.01,0.00,0.98,0.00,0.00
0490722085,0.02,0.00,0.05,0.00,0.00,0.06,0.82,0.01,0.04
1514265886,0.00,0.00,0.78,0.00,0.21,0.00,0.00,0.00,0.00
1392305136,0.00,0.00,0.19,0.00,0.00,0.00,0.40,0.40,0.00
0416433652,0.00,0.01,0.84,0.00,0.02,0.01,0.11,0.00,0.00
0535198357,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0908513077,0.14,0.04,0.16,0.02,0.01,0.09,0.42,0.05,0.06
0773960840,0.03,0.28,0.47,0.01,0.01,0.03,0.10,0.07,0.00
1010818732,0.00,0.00,0.01,0.00,0.00,0.00,0.99,0.00,0.00
0444188854,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
0662290502,0.00,0.00,0.00,0.00,0.00,0.01,0.99,0.00,0.00
1067752146,0.01,0.01,0.57,0.00,0.01,0.00,0.01,0.26,0.11
0739707926,0.00,0.01,0.46,0.00,0.01,0.00,0.09,0.42,0.00
0722933669,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
1140801830,0.00,0.02,0.92,0.00,0.01,0.00,0.01,0.02,0.01
0015169625,0.00,0.00,0.98,0.00,0.00,0.02,0.00,0.00,0.00
0941533296,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1883555369,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
1833464730,0.00,0.01,0.50,0.00,0.05,0.02,0.42,0.00,0.00
0706258272,0.08,0.01,0.60,0.00,0.01,0.03,0.09,0.13,0.04
1232740849,0.00,0.09,0.76,0.00,0.03,0.07,0.04,0.01,0.00
2031066751,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
0702264511,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.16,0.63
1259115934,0.00,0.02,0.00,0.00,0.00,0.03,0.94,0.01,0.00
1737824446,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.01
0220271636,0.00,0.00,0.02,0.00,0.00,0.19,0.79,0.00,0.00
0964462502,0.53,0.00,0.45,0.00,0.00,0.00,0.00,0.01,0.01
0745519195,0.00,0.05,0.02,0.00,0.00,0.02,0.89,0.00,0.01
0331499404,0.58,0.04,0.06,0.00,0.26,0.00,0.00,0.01,0.05
1855076320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1393985338,0.33,0.07,0.05,0.01,0.00,0.02,0.00,0.48,0.02
1137351448,0.71,0.00,0.00,0.00,0.00,0.25,0.00,0.01,0.02
1160667032,0.01,0.03,0.87,0.00,0.00,0.01,0.00,0.08,0.01
1724407026,0.00,0.00,0.38,0.00,0.46,0.00,0.07,0.08,0.00
0098706227,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1021881116,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.01,0.00
1142227723,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.02
2105987501,0.99,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
0755426701,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.01
0236111731,0.00,0.00,0.01,0.00,0.01,0.03,0.87,0.05,0.03
1623474010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1209565267,0.13,0.20,0.59,0.00,0.00,0.00,0.00,0.07,0.00
0462125871,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.01,0.00
0048788258,0.00,0.01,0.00,0.00,0.01,0.00,0.96,0.01,0.01
1771098022,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0249694524,0.02,0.49,0.00,0.00,0.00,0.00,0.44,0.03,0.01
0641662166,0.01,0.01,0.81,0.01,0.00,0.12,0.00,0.03,0.00
0365851833,0.98,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00
1307062287,0.04,0.00,0.03,0.11,0.02,0.22,0.40,0.16,0.01
1125333982,0.70,0.01,0.03,0.01,0.01,0.00,0.00,0.00,0.24
1354209708,0.00,0.00,0.13,0.01,0.04,0.01,0.58,0.20,0.02
0957453411,0.01,0.00,0.06,0.00,0.01,0.00,0.91,0.00,0.00
1487065818,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1219584612,0.00,0.00,0.02,0.00,0.00,0.01,0.97,0.00,0.00
1216078840,0.00,0.98,0.00,0.01,0.00,0.00,0.00,0.00,0.00
0027060684,0.00,0.14,0.16,0.00,0.63,0.00,0.05,0.01,0.00
0944109879,0.01,0.00,0.04,0.00,0.00,0.65,0.01,0.00,0.28
0044640704,0.70,0.00,0.27,0.00,0.00,0.00,0.00,0.02,0.00
0115924861,0.01,0.06,0.14,0.00,0.06,0.00,0.04,0.69,0.00
1666278416,0.00,0.00,0.93,0.00,0.06,0.00,0.00,0.00,0.00
1414830941,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.05,0.00
1811003248,0.48,0.02,0.36,0.00,0.02,0.00,0.00,0.04,0.08
0986237766,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
0767357412,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
0019479881,0.00,0.01,0.01,0.04,0.00,0.00,0.00,0.08,0.87
1231564213,0.00,0.01,0.00,0.00,0.01,0.00,0.91,0.00,0.07
1491319830,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1989305239,0.00,0.30,0.31,0.00,0.00,0.00,0.00,0.28,0.11
1703848244,0.00,0.00,0.69,0.01,0.09,0.04,0.17,0.00,0.00
2143002543,0.00,0.06,0.61,0.01,0.00,0.19,0.04,0.00,0.08
0415813763,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
1050486391,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
0179126935,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
